,Name,OvPck,Pos,RdPck,Rnd,Tm,Type,WAR,Year
1580,Travis Dawkins,66.0,SS,14.0,2.0,Reds,HS,-1.2,1997.0
1581,Edgar Cruz,67.0,C,15.0,2.0,Indians via White Sox,HS,0.0,1997.0
1582,Cameron Hahn,68.0,C,16.0,2.0,Astros,HS,0.0,1997.0
1583,Eric Glaser,69.0,RHP,17.0,2.0,Red Sox,HS,0.0,1997.0
1584,Aaron Cook,70.0,RHP,18.0,2.0,Rockies,HS,15.9,1997.0
1585,Patrick Boyd,71.0,OF,19.0,2.0,Mariners,HS,0.0,1997.0
1586,Rick Ankiel,72.0,LHP,20.0,2.0,Cardinals,HS,8.7,1997.0
1587,Sean Douglass,73.0,RHP,21.0,2.0,Orioles,HS,-1.2,1997.0
1588,Kris Tetz,74.0,RHP,22.0,2.0,Expos,HS,0.0,1997.0
1589,Jason Grabowski,75.0,C,23.0,2.0,Rangers,4Yr,-1.9,1997.0
1590,Chase Utley,76.0,SS,24.0,2.0,Dodgers,HS,65.4,1997.0
1591,Chris Tynan,77.0,RHP,25.0,2.0,Rangers via Yankees,HS,0.0,1997.0
1592,Ben Howard,78.0,RHP,26.0,2.0,Padres,HS,-0.6,1997.0
1593,Rob Vael,79.0,RHP,27.0,2.0,Indians,JC,0.0,1997.0
1594,Joey Nation,80.0,LHP,28.0,2.0,Braves,HS,-0.1,1997.0
1595,Jason Royer,81.0,RHP,29.0,2.0,D'backs,HS,0.0,1997.0
1596,Kenny Kelly,82.0,OF,30.0,2.0,Rays,HS,-0.1,1997.0
1597,Steve Colyer,83.0,LHP,31.0,2.0,Dodgers,HS,0.0,1997.0
1598,Jason Henry,84.0,RHP,32.0,2.0,Yankees,4Yr,0.0,1997.0
1599,Pat Burrell,1.0,3B,1.0,1.0,Phillies,4Yr,18.8,1998.0
1600,Mark Mulder,2.0,LHP,2.0,1.0,Athletics,4Yr,20.0,1998.0
1601,Corey Patterson,3.0,OF,3.0,1.0,Cubs,HS,9.6,1998.0
1602,Jeff Austin,4.0,RHP,4.0,1.0,Royals,4Yr,-0.7,1998.0
1603,J.D. Drew,5.0,OF,5.0,1.0,Cardinals,4Yr,44.9,1998.0
1604,Ryan Mills,6.0,LHP,6.0,1.0,Twins,4Yr,0.0,1998.0
1605,Austin Kearns,7.0,OF,7.0,1.0,Reds,HS,12.8,1998.0
1606,Felipe Lopez,8.0,SS,8.0,1.0,Blue Jays,HS,7.6,1998.0
1607,Sean Burroughs,9.0,3B,9.0,1.0,Padres,HS,5.4,1998.0
1608,Carlos Pena,10.0,1B,10.0,1.0,Rangers,4Yr,25.1,1998.0
1609,Josh McKinley,11.0,SS,11.0,1.0,Expos,HS,0.0,1998.0
1610,Adam Everett,12.0,SS,12.0,1.0,Red Sox,4Yr,12.6,1998.0
1611,J.M. Gold,13.0,RHP,13.0,1.0,Brewers,HS,0.0,1998.0
1612,Jeff Weaver,14.0,RHP,14.0,1.0,Tigers,4Yr,15.5,1998.0
1613,Clint Johnston,15.0,LHP,15.0,1.0,Pirates,4Yr,0.0,1998.0
1614,Kip Wells,16.0,RHP,16.0,1.0,White Sox,4Yr,8.3,1998.0
1615,Brad Lidge,17.0,RHP,17.0,1.0,Astros via Rockies,4Yr,8.2,1998.0
1616,Seth Etherton,18.0,RHP,18.0,1.0,Angels,4Yr,-0.6,1998.0
1617,Tony Torcato,19.0,3B,19.0,1.0,Giants via Astros,HS,-0.1,1998.0
1618,CC Sabathia,20.0,LHP,20.0,1.0,Indians,HS,61.6,1998.0
1619,Jason Tyner,21.0,OF,21.0,1.0,Mets,4Yr,2.4,1998.0
1620,Matt Thornton,22.0,LHP,22.0,1.0,Mariners,4Yr,14.0,1998.0
1621,Bubba Crosby,23.0,OF,23.0,1.0,Dodgers,4Yr,-1.5,1998.0
1622,Andy Brown,24.0,OF,24.0,1.0,Yankees,HS,0.0,1998.0
1623,Nate Bump,25.0,RHP,25.0,1.0,Giants,4Yr,-0.6,1998.0
1624,Rick Elder,26.0,OF,26.0,1.0,Orioles,HS,0.0,1998.0
1625,Chip Ambres,27.0,OF,27.0,1.0,Marlins,HS,0.0,1998.0
1626,Matt Roney,28.0,RHP,28.0,1.0,Rockies via Braves,HS,0.0,1998.0
1627,Arturo McDowell,29.0,OF,29.0,1.0,Giants via Devil Rays,HS,0.0,1998.0
1628,Matt Burch,30.0,RHP,30.0,1.0,Royals via Diamondbacks,4Yr,0.0,1998.0
1629,Chris George,31.0,LHP,31.0,1.0,Royals,HS,-0.4,1998.0
1630,Ben Diggins,32.0,1B,32.0,1.0,Cardinals,HS,-0.7,1998.0
1631,Brad Wilkerson,33.0,OF,33.0,1.0,Expos,4Yr,11.0,1998.0
1632,Nate Cornejo,34.0,RHP,34.0,1.0,Tigers,HS,0.0,1998.0
1633,Aaron Rowand,35.0,OF,35.0,1.0,White Sox,4Yr,20.8,1998.0
1634,Choo Freeman,36.0,OF,36.0,1.0,Rockies,HS,-1.7,1998.0
1635,Mike Nannini,37.0,RHP,37.0,1.0,Astros,HS,0.0,1998.0
1636,Chris Jones,38.0,LHP,38.0,1.0,Giants,HS,0.0,1998.0
1637,Mamon Tucker,39.0,OF,39.0,1.0,Orioles,HS,0.0,1998.0
1638,Jeff Winchester,40.0,C,40.0,1.0,Rockies,HS,0.0,1998.0
1639,Jeff Urban,41.0,LHP,41.0,1.0,Giants,4Yr,0.0,1998.0
1640,Eric Valent,42.0,OF,42.0,1.0,Phillies,4Yr,-0.9,1998.0
1641,Mark Prior,43.0,RHP,43.0,1.0,Yankees,HS,16.6,1998.0
1642,Brad Baisley,44.0,RHP,1.0,2.0,Phillies,HS,0.0,1998.0
1643,Gerald Laird,45.0,C,2.0,2.0,Athletics,HS,6.6,1998.0
1644,David Kelton,46.0,3B,3.0,2.0,Cubs,HS,-0.1,1998.0
1645,Robbie Morrison,47.0,RHP,4.0,2.0,Royals,4Yr,0.0,1998.0
1646,Chad Hutchinson,48.0,RHP,5.0,2.0,Cardinals,4Yr,-0.5,1998.0
1647,Marcus Sents,49.0,RHP,6.0,2.0,Twins,HS,0.0,1998.0
1648,Adam Dunn,50.0,OF,7.0,2.0,Reds,HS,16.9,1998.0
1649,Ben Knapp,51.0,RHP,8.0,2.0,Orioles via Blue Jays,HS,0.0,1998.0
1650,Matt Belisle,52.0,RHP,9.0,2.0,Braves via Padres,HS,8.1,1998.0
1651,Cody Nowlin,53.0,OF,10.0,2.0,Rangers,HS,0.0,1998.0
1652,Eric Good,54.0,LHP,11.0,2.0,Expos,HS,0.0,1998.0
1653,Tim Lemon,55.0,OF,12.0,2.0,Cardinals via Red Sox,HS,0.0,1998.0
1654,Nick Neugebauer,56.0,RHP,13.0,2.0,Brewers,HS,-0.2,1998.0
1655,Brandon Inge,57.0,C,14.0,2.0,Tigers,4Yr,19.0,1998.0
1656,Jeremy Cotton,58.0,3B,15.0,2.0,Pirates,HS,0.0,1998.0
1657,Gary Majewski,59.0,RHP,16.0,2.0,White Sox,HS,-0.1,1998.0
1658,Jermaine Van Buren,60.0,RHP,17.0,2.0,Rockies,HS,-0.5,1998.0
1659,Brandon Emanuel,61.0,RHP,18.0,2.0,Angels,4Yr,0.0,1998.0
1660,Jeff Goldbach,62.0,C,19.0,2.0,Cubs via Astros,HS,0.0,1998.0
1661,Zach Sorensen,63.0,SS,20.0,2.0,Indians,4Yr,-0.3,1998.0
1662,Pat Strange,64.0,RHP,21.0,2.0,Mets,HS,-0.4,1998.0
1663,Jeff Verplancke,65.0,RHP,22.0,2.0,Mariners,4Yr,0.0,1998.0
1664,Mike Fischer,66.0,RHP,23.0,2.0,Dodgers,4Yr,0.0,1998.0
1665,Randy Keisler,67.0,LHP,24.0,2.0,Yankees,4Yr,-1.5,1998.0
1666,Sammy Serrano,68.0,C,25.0,2.0,Giants,4Yr,0.0,1998.0
1667,Alex Hart,69.0,RHP,26.0,2.0,Orioles,HS,0.0,1998.0
1668,Derek Wathan,70.0,SS,27.0,2.0,Marlins,4Yr,0.0,1998.0
1669,Jody Gerut,71.0,OF,28.0,2.0,Rockies via Braves,4Yr,7.3,1998.0
1670,Chris Magruder,72.0,OF,29.0,2.0,Giants via Devil Rays,4Yr,-0.3,1998.0
1671,Adam Pettyjohn,73.0,LHP,30.0,2.0,Tigers via Diamondbacks,4Yr,-0.8,1998.0
1672,Josh Hamilton,1.0,OF,1.0,1.0,Devil Rays,HS,28.1,1999.0
1673,Josh Beckett,2.0,RHP,2.0,1.0,Marlins,HS,35.9,1999.0
1674,Eric Munson,3.0,C,3.0,1.0,Tigers,4Yr,-1.4,1999.0
1675,Corey Myers,4.0,SS,4.0,1.0,Diamondbacks,HS,0.0,1999.0
1676,B.J. Garbe,5.0,OF,5.0,1.0,Twins,HS,0.0,1999.0
1677,Josh Girdley,6.0,LHP,6.0,1.0,Expos,HS,0.0,1999.0
1678,Kyle Snyder,7.0,RHP,7.0,1.0,Royals,4Yr,0.4,1999.0
1679,Bobby Bradley,8.0,RHP,8.0,1.0,Pirates,HS,0.0,1999.0
1680,Barry Zito,9.0,LHP,9.0,1.0,Athletics,4Yr,32.6,1999.0
1681,Ben Sheets,10.0,RHP,10.0,1.0,Brewers,4Yr,23.4,1999.0
1682,Ryan Christianson,11.0,C,11.0,1.0,Mariners,HS,0.0,1999.0
1683,Brett Myers,12.0,RHP,12.0,1.0,Phillies,HS,14.4,1999.0
1684,Mike Paradis,13.0,RHP,13.0,1.0,Orioles,4Yr,0.0,1999.0
1685,Ty Howington,14.0,LHP,14.0,1.0,Reds,HS,0.0,1999.0
1686,Jason Stumm,15.0,RHP,15.0,1.0,White Sox,HS,0.0,1999.0
1687,Jason Jennings,16.0,RHP,16.0,1.0,Rockies,4Yr,11.4,1999.0
1688,Rick Asadoorian,17.0,OF,17.0,1.0,Red Sox via Angels,HS,0.0,1999.0
1689,Rich Stahl,18.0,LHP,18.0,1.0,Orioles via Cardinals,HS,0.0,1999.0
1690,Alex Rios,19.0,3B,19.0,1.0,Blue Jays,HS,27.6,1999.0
1691,Vince Faison,20.0,OF,20.0,1.0,Padres via Dodgers,HS,0.0,1999.0
1692,Larry Bigbie,21.0,OF,21.0,1.0,Orioles via Rangers,4Yr,2.5,1999.0
1693,Matt Ginter,22.0,RHP,22.0,1.0,White Sox via Mets,4Yr,0.0,1999.0
1694,Keith Reed,23.0,OF,23.0,1.0,Orioles via Indians,4Yr,-0.1,1999.0
1695,Kurt Ainsworth,24.0,RHP,24.0,1.0,Giants,4Yr,-0.3,1999.0
1696,Mike MacDougal,25.0,RHP,25.0,1.0,Royals via Red Sox,4Yr,3.9,1999.0
1697,Ben Christensen,26.0,RHP,26.0,1.0,Cubs,4Yr,0.0,1999.0
1698,Dave Walling,27.0,RHP,27.0,1.0,Yankees,4Yr,0.0,1999.0
1699,Gerik Baxter,28.0,RHP,28.0,1.0,Padres,HS,0.0,1999.0
1700,Omar Ortiz,29.0,RHP,29.0,1.0,Padres via Astros,4Yr,0.0,1999.0
1701,Chance Caple,30.0,RHP,30.0,1.0,Cardinals via Braves,4Yr,0.0,1999.0
1702,Casey Daigle,31.0,RHP,31.0,1.0,Diamondbacks,HS,-1.2,1999.0
1703,Jay Gehrke,32.0,RHP,32.0,1.0,Royals,4Yr,0.0,1999.0
1704,Jeff Heaverlo,33.0,RHP,33.0,1.0,Mariners,4Yr,0.0,1999.0
1705,Josh Cenate,34.0,LHP,34.0,1.0,Orioles,HS,0.0,1999.0
1706,Brian West,35.0,RHP,35.0,1.0,White Sox,HS,0.0,1999.0
1707,Nick Stocks,36.0,RHP,36.0,1.0,Cardinals,4Yr,0.0,1999.0
1708,Jason Repko,37.0,SS,37.0,1.0,Dodgers,HS,1.2,1999.0
1709,Colby Lewis,38.0,RHP,38.0,1.0,Rangers,JC,8.6,1999.0
1710,Jerome Williams,39.0,RHP,39.0,1.0,Giants,HS,3.6,1999.0
1711,Brad Baker,40.0,RHP,40.0,1.0,Red Sox,HS,0.0,1999.0
1712,Casey Burns,41.0,RHP,41.0,1.0,Padres,4Yr,0.0,1999.0
1713,Mike Rosamond,42.0,OF,42.0,1.0,Astros,4Yr,0.0,1999.0
1714,Jimmy Gobble,43.0,LHP,43.0,1.0,Royals,HS,1.5,1999.0
1715,Scott Rice,44.0,LHP,44.0,1.0,Orioles,HS,-0.1,1999.0
1716,Rob Purvis,45.0,RHP,45.0,1.0,White Sox,4Yr,0.0,1999.0
1717,Chris Duncan,46.0,1B,46.0,1.0,Cardinals,HS,2.8,1999.0
1718,David Mead,47.0,RHP,47.0,1.0,Rangers,HS,0.0,1999.0
1719,Casey Fossum,48.0,LHP,48.0,1.0,Red Sox,4Yr,-0.8,1999.0
1720,Mike Bynum,49.0,LHP,49.0,1.0,Padres,4Yr,-1.5,1999.0
1721,Brian Roberts,50.0,SS,50.0,1.0,Orioles,4Yr,30.3,1999.0
1722,Nick Trzesniak,51.0,C,51.0,1.0,Padres,HS,0.0,1999.0
1723,Carl Crawford,52.0,OF,1.0,2.0,Devil Rays,HS,38.9,1999.0
1724,Terry Byron,53.0,RHP,2.0,2.0,Marlins,JC,0.0,1999.0
1725,Brian Sanches,54.0,RHP,3.0,2.0,Royals via Tigers,4Yr,2.6,1999.0
1726,Jay Perez,55.0,C,4.0,2.0,Astros via Diamondbacks,HS,0.0,1999.0
1727,Rob Bowen,56.0,C,5.0,2.0,Twins,HS,-0.3,1999.0
1728,Brandon Phillips,57.0,SS,6.0,2.0,Expos,HS,30.9,1999.0
1729,Wes Obermueller,58.0,RHP,7.0,2.0,Royals,4Yr,-0.9,1999.0
1730,Ryan Doumit,59.0,C,8.0,2.0,Pirates,HS,9.2,1999.0
1731,Ryan Ludwick,60.0,OF,9.0,2.0,Athletics,4Yr,10.5,1999.0
1732,Kade Johnson,61.0,C,10.0,2.0,Brewers,JC,0.0,1999.0
1733,J.T. Thomas,62.0,LHP,11.0,2.0,Giants via Mariners,HS,0.0,1999.0
1734,Jason Cooper,63.0,OF,12.0,2.0,Phillies,HS,0.0,1999.0
1735,Dan Wright,64.0,RHP,13.0,2.0,White Sox via Orioles,4Yr,-1.2,1999.0
1736,Ben Broussard,65.0,1B,14.0,2.0,Reds,4Yr,4.4,1999.0
1737,Bobby Hill,66.0,SS,15.0,2.0,White Sox,4Yr,0.3,1999.0
1738,Ryan Kibler,67.0,RHP,16.0,2.0,Rockies,HS,0.0,1999.0
1739,John Lackey,68.0,RHP,17.0,2.0,Angels,JC,37.4,1999.0
1740,Brennan King,69.0,SS,18.0,2.0,Dodgers via Cardinals,HS,0.0,1999.0
1741,Mike Snyder,70.0,3B,19.0,2.0,Blue Jays,HS,0.0,1999.0
1742,Jeremy Ward,71.0,RHP,20.0,2.0,Diamondbacks via Dodgers,4Yr,0.0,1999.0
1743,Nick Regilio,72.0,RHP,21.0,2.0,Rangers,4Yr,0.1,1999.0
1744,Neal Musser,73.0,LHP,22.0,2.0,Mets,HS,0.2,1999.0
1745,Will Hartley,74.0,C,23.0,2.0,Indians,HS,0.0,1999.0
1746,Jack Taschner,75.0,LHP,24.0,2.0,Giants,4Yr,-0.6,1999.0
1747,Mat Thompson,76.0,RHP,25.0,2.0,Red Sox,HS,0.0,1999.0
1748,Mike Mallory,77.0,OF,26.0,2.0,Cubs,HS,0.0,1999.0
1749,Tommy Winrow,78.0,OF,27.0,2.0,Yankees,HS,0.0,1999.0
1750,Alberto Concepcion,79.0,C,28.0,2.0,Padres,HS,0.0,1999.0
1751,Travis Anderson,80.0,RHP,29.0,2.0,Astros,4Yr,0.0,1999.0
1752,Matt Butler,81.0,RHP,30.0,2.0,Braves,HS,0.0,1999.0
1753,Josh Pearce,82.0,RHP,31.0,2.0,Cardinals,4Yr,-0.3,1999.0
1754,Drew Meyer,83.0,SS,32.0,2.0,Dodgers,HS,-0.3,1999.0
1755,Jake Joseph,84.0,RHP,33.0,2.0,Mets,JC,0.0,1999.0
1756,Adrian Gonzalez,1.0,1B,1.0,1.0,Marlins,HS,42.7,2000.0
1757,Adam Johnson,2.0,RHP,2.0,1.0,Twins,4Yr,-1.1,2000.0
1758,Luis Montanez,3.0,SS,3.0,1.0,Cubs,HS,-1.2,2000.0
1759,Mike Stodolka,4.0,LHP,4.0,1.0,Royals,HS,0.0,2000.0
1760,Justin Wayne,5.0,RHP,5.0,1.0,Expos,4Yr,-1.5,2000.0
1761,Rocco Baldelli,6.0,OF,6.0,1.0,Devil Rays,HS,10.2,2000.0
1762,Matt Harrington,7.0,RHP,7.0,1.0,Rockies,HS,0.0,2000.0
1763,Matt Wheatland,8.0,RHP,8.0,1.0,Tigers,HS,0.0,2000.0
1764,Mark Phillips,9.0,LHP,9.0,1.0,Padres,HS,0.0,2000.0
1765,Joe Torres,10.0,LHP,10.0,1.0,Angels,HS,0.0,2000.0
1766,Dave Krynzel,11.0,OF,11.0,1.0,Brewers,HS,0.2,2000.0
1767,Joe Borchard,12.0,OF,12.0,1.0,White Sox,4Yr,-1.5,2000.0
1768,Shaun Boyd,13.0,OF,13.0,1.0,Cardinals,HS,0.0,2000.0
1769,Beau Hale,14.0,RHP,14.0,1.0,Orioles,4Yr,0.0,2000.0
1770,Chase Utley,15.0,2B,15.0,1.0,Phillies,4Yr,65.4,2000.0
1771,Billy Traber,16.0,LHP,16.0,1.0,Mets via Mariners,4Yr,-0.7,2000.0
1772,Ben Diggins,17.0,RHP,17.0,1.0,Dodgers,4Yr,-0.7,2000.0
1773,Miguel Negron,18.0,OF,18.0,1.0,Blue Jays,HS,0.0,2000.0
1774,Sean Burnett,19.0,LHP,19.0,1.0,Pirates,HS,6.1,2000.0
1775,Chris Bootcheck,20.0,RHP,20.0,1.0,Angels via Athletics,4Yr,-1.5,2000.0
1776,Boof Bonser,21.0,RHP,21.0,1.0,Giants,HS,-0.5,2000.0
1777,Phil Dumatrait,22.0,LHP,22.0,1.0,Red Sox,JC,-1.8,2000.0
1778,David Espinosa,23.0,SS,23.0,1.0,Reds,HS,0.0,2000.0
1779,Blake Williams,24.0,RHP,24.0,1.0,Cardinals via Rangers,4Yr,0.0,2000.0
1780,Scott Heard,25.0,C,25.0,1.0,Rangers via Mets,HS,0.0,2000.0
1781,Corey Smith,26.0,SS,26.0,1.0,Indians,HS,0.0,2000.0
1782,Rob Stiehl,27.0,RHP,27.0,1.0,Astros,JC,0.0,2000.0
1783,Dave Parrish,28.0,C,28.0,1.0,Yankees,4Yr,0.0,2000.0
1784,Adam Wainwright,29.0,RHP,29.0,1.0,Braves via Diamondbacks,HS,39.3,2000.0
1785,Scott Thorman,30.0,3B,30.0,1.0,Braves,HS,-1.0,2000.0
1786,Aaron Heilman,31.0,RHP,31.0,1.0,Twins,4Yr,1.8,2000.0
1787,Tripper Johnson,32.0,RHP,32.0,1.0,Orioles,HS,0.0,2000.0
1788,Dustin McGowan,33.0,RHP,33.0,1.0,Blue Jays,HS,1.8,2000.0
1789,Dustin Moseley,34.0,RHP,34.0,1.0,Reds,HS,0.5,2000.0
1790,Tyrell Godwin,35.0,OF,35.0,1.0,Rangers,4Yr,-0.1,2000.0
1791,Bobby Keppel,36.0,RHP,36.0,1.0,Mets,HS,0.3,2000.0
1792,Derek Thompson,37.0,LHP,37.0,1.0,Indians,HS,0.2,2000.0
1793,Kelly Johnson,38.0,SS,38.0,1.0,Braves,HS,17.8,2000.0
1794,Chad Hawkins,39.0,RHP,39.0,1.0,Rangers,4Yr,0.0,2000.0
1795,Aaron Herr,40.0,SS,40.0,1.0,Braves,HS,0.0,2000.0
1796,Jason Stokes,41.0,1B,1.0,2.0,Marlins,HS,0.0,2000.0
1797,Tagg Bozied,42.0,1B,2.0,2.0,Twins,4Yr,0.0,2000.0
1798,Bobby Hill,43.0,SS,3.0,2.0,Cubs,,0.3,2000.0
1799,Mike Tonis,44.0,C,4.0,2.0,Royals,4Yr,-0.1,2000.0
1800,Peter Bauer,45.0,RHP,5.0,2.0,Blue Jays via Expos,4Yr,0.0,2000.0
1801,Dane Sardinha,46.0,C,6.0,2.0,Reds via Devil Rays,4Yr,-1.0,2000.0
1802,Jason Young,47.0,RHP,7.0,2.0,Rockies,4Yr,-1.0,2000.0
1803,Chad Petty,48.0,LHP,8.0,2.0,Tigers,HS,0.0,2000.0
1804,Xavier Nady,49.0,3B,9.0,2.0,Padres,4Yr,3.8,2000.0
1805,Jared Abruzzo,50.0,C,10.0,2.0,Angels,HS,0.0,2000.0
1806,Bubba Nelson,51.0,RHP,11.0,2.0,Braves via Brewers,HS,0.0,2000.0
1807,Tim Hummel,52.0,SS,12.0,2.0,White Sox,4Yr,-1.3,2000.0
1808,Chris Narveson,53.0,LHP,13.0,2.0,Cardinals,HS,0.6,2000.0
1809,J.D. Durbin,54.0,RHP,14.0,2.0,Twins via Orioles,HS,-0.5,2000.0
1810,Brian Tallet,55.0,LHP,15.0,2.0,Indians via Phillies,4Yr,0.3,2000.0
1811,Jason Bourgeois,56.0,SS,16.0,2.0,Rangers via Mariners,HS,0.0,2000.0
1812,Joel Hanrahan,57.0,RHP,17.0,2.0,Dodgers,HS,4.7,2000.0
1813,Dominic Rich,58.0,2B,18.0,2.0,Blue Jays,4Yr,0.0,2000.0
1814,David Beigh,59.0,RHP,19.0,2.0,Pirates,HS,0.0,2000.0
1815,Freddie Bynum,60.0,SS,20.0,2.0,Athletics,JC,-1.3,2000.0
1816,Lance Niekro,61.0,3B,21.0,2.0,Giants,4Yr,0.4,2000.0
1817,Manny Delcarmen,62.0,RHP,22.0,2.0,Red Sox,HS,3.9,2000.0
1818,Ryan Snare,63.0,LHP,23.0,2.0,Reds,4Yr,-0.2,2000.0
1819,Randy Truselo,64.0,RHP,24.0,2.0,Rangers,HS,0.0,2000.0
1820,Matt Peterson,65.0,RHP,25.0,2.0,Mets,HS,0.0,2000.0
1821,Mark Folsom,66.0,OF,26.0,2.0,Indians,HS,0.0,2000.0
1822,Chad Qualls,67.0,RHP,27.0,2.0,Astros,4Yr,6.3,2000.0
1823,Danny Borrell,68.0,LHP,28.0,2.0,Yankees,4Yr,0.0,2000.0
1824,Mike Schultz,69.0,RHP,29.0,2.0,Diamondbacks,4Yr,0.0,2000.0
1825,Bryan Digby,70.0,RHP,30.0,2.0,Braves,HS,0.0,2000.0
